transaction_id,award_id,modification_number,action_date,action_type_code,action_obligation
CONT_AWD_N0002419FF004_9700_N6600119D0019_9700:0,CONT_AWD_N0002419FF004_9700_N6600119D0019_9700,0,2019-09-29,,346460.0
CONT_AWD_N0002419FF004_9700_N6600119D0019_9700:P00002,CONT_AWD_N0002419FF004_9700_N6600119D0019_9700,P00002,2020-09-25,M,150000.0
CONT_AWD_N0003019C0014_9700_-NONE-_-NONE-:P00008,CONT_AWD_N0003019C0014_9700_-NONE-_-NONE-,P00008,2023-01-17,F,0.0
CONT_AWD_N0003913C0012_9700_-NONE-_-NONE-:P00006,CONT_AWD_N0003913C0012_9700_-NONE-_-NONE-,P00006,2019-08-12,C,-100079.26
CONT_AWD_N0003914C0027_9700_-NONE-_-NONE-:P00057,CONT_AWD_N0003914C0027_9700_-NONE-_-NONE-,P00057,2019-09-16,C,-579509.21
CONT_AWD_N0003916F0024_9700_HHSN316201500065W_7529:P00056,CONT_AWD_N0003916F0024_9700_HHSN316201500065W_7529,P00056,2021-03-18,B,-237913.43
CONT_AWD_N0003916F0024_9700_HHSN316201500065W_7529:P00058,CONT_AWD_N0003916F0024_9700_HHSN316201500065W_7529,P00058,2021-06-22,M,-800000.0
CONT_AWD_N0003917F0064_9700_N0003915D0044_9700:A00001,CONT_AWD_N0003917F0064_9700_N0003915D0044_9700,A00001,2023-07-11,C,-755098.0
CONT_AWD_N0003917F3000_9700_N0017804D4024_9700:P00033,CONT_AWD_N0003917F3000_9700_N0017804D4024_9700,P00033,2019-04-24,C,-357765.7
CONT_AWD_N0003917F3000_9700_N0017804D4024_9700:P00053,CONT_AWD_N0003917F3000_9700_N0017804D4024_9700,P00053,2021-11-08,C,-445000.0
CONT_AWD_N0003917F3000_9700_N0017804D4024_9700:P00054,CONT_AWD_N0003917F3000_9700_N0017804D4024_9700,P00054,2025-09-08,C,-660000.0
CONT_AWD_N0003918C0017_9700_-NONE-_-NONE-:P00008,CONT_AWD_N0003918C0017_9700_-NONE-_-NONE-,P00008,2019-12-09,M,-300000.0
CONT_AWD_N0003918F0056_9700_N0003914D0001_9700:P00003,CONT_AWD_N0003918F0056_9700_N0003914D0001_9700,P00003,2019-03-13,B,-497647.79
CONT_AWD_N0003918F0056_9700_N0003914D0001_9700:P00004,CONT_AWD_N0003918F0056_9700_N0003914D0001_9700,P00004,2019-05-02,C,-1150000.0
CONT_AWD_N0003918F0056_9700_N0003914D0001_9700:P00018,CONT_AWD_N0003918F0056_9700_N0003914D0001_9700,P00018,2020-02-27,B,-171943.33
CONT_AWD_N0003918F0056_9700_N0003914D0001_9700:P00020,CONT_AWD_N0003918F0056_9700_N0003914D0001_9700,P00020,2020-08-24,M,-425000.0
CONT_AWD_N0003918F1182_9700_N0003917D0003_9700:A00001,CONT_AWD_N0003918F1182_9700_N0003917D0003_9700,A00001,2019-09-30,K,-0.47
CONT_AWD_N0003918F1365_9700_N0003916D0010_9700:P00001,CONT_AWD_N0003918F1365_9700_N0003916D0010_9700,P00001,2019-04-01,C,3044996.0
CONT_AWD_N0003918F1365_9700_N0003916D0010_9700:P00011,CONT_AWD_N0003918F1365_9700_N0003916D0010_9700,P00011,2021-02-11,C,-114380.6
CONT_AWD_N0003918F1365_9700_N0003916D0010_9700:P00025,CONT_AWD_N0003918F1365_9700_N0003916D0010_9700,P00025,2022-09-15,C,455092.0
CONT_AWD_N0003919F0156_9700_N0003917D0002_9700:P00004,CONT_AWD_N0003919F0156_9700_N0003917D0002_9700,P00004,2019-09-24,D,-121382.52
CONT_AWD_N0003919F0156_9700_N0003917D0002_9700:P00005,CONT_AWD_N0003919F0156_9700_N0003917D0002_9700,P00005,2019-09-27,D,0.0
CONT_AWD_N0003919F0220_9700_N0003914D0013_9700:A00001,CONT_AWD_N0003919F0220_9700_N0003914D0013_9700,A00001,2022-07-19,K,-29394.52
CONT_AWD_N0003919F0231_9700_N0003919D0004_9700:0,CONT_AWD_N0003919F0231_9700_N0003919D0004_9700,0,2019-05-16,,136266.54
CONT_AWD_N0003919F0231_9700_N0003919D0004_9700:P00014,CONT_AWD_N0003919F0231_9700_N0003919D0004_9700,P00014,2022-06-10,M,22082.39
CONT_AWD_N0003919F0231_9700_N0003919D0004_9700:P00016,CONT_AWD_N0003919F0231_9700_N0003919D0004_9700,P00016,2023-03-15,M,-105389.54
CONT_AWD_N0003919F0231_9700_N0003919D0004_9700:P00019,CONT_AWD_N0003919F0231_9700_N0003919D0004_9700,P00019,2023-08-17,M,-2660.81
CONT_AWD_N0003920C0011_9700_-NONE-_-NONE-:P00025,CONT_AWD_N0003920C0011_9700_-NONE-_-NONE-,P00025,2025-04-21,C,-134152.83
CONT_AWD_N0003920F0122_9700_N0003919D0002_9700:P00003,CONT_AWD_N0003920F0122_9700_N0003919D0002_9700,P00003,2020-09-29,B,464151.43
CONT_AWD_N0003920F0199_9700_N6600119D0019_9700:P00002,CONT_AWD_N0003920F0199_9700_N6600119D0019_9700,P00002,2025-06-12,C,-27944.82
CONT_AWD_N0003920F0242_9700_N0003910D0060_9700:P00003,CONT_AWD_N0003920F0242_9700_N0003910D0060_9700,P00003,2021-04-15,M,0.0
CONT_AWD_N0003920F0249_9700_N0003920D0021_9700:P00037,CONT_AWD_N0003920F0249_9700_N0003920D0021_9700,P00037,2025-05-27,C,-4654578.11
CONT_AWD_N0003921C0042_9700_-NONE-_-NONE-:P00011,CONT_AWD_N0003921C0042_9700_-NONE-_-NONE-,P00011,2023-09-21,G,224762.6
CONT_AWD_N0003921F1036_9700_N0003919D0004_9700:P00009,CONT_AWD_N0003921F1036_9700_N0003919D0004_9700,P00009,2022-07-05,M,394841.05
CONT_AWD_N0003921F3006_9700_N0017819D8497_9700:P00023,CONT_AWD_N0003921F3006_9700_N0017819D8497_9700,P00023,2025-08-12,C,-195452.16
CONT_AWD_N0003921F4009_9700_N0018916D0018_9700:P00002,CONT_AWD_N0003921F4009_9700_N0018916D0018_9700,P00002,2020-12-21,C,-2620327.28
CONT_AWD_N0003921F4009_9700_N0018916D0018_9700:P00008,CONT_AWD_N0003921F4009_9700_N0018916D0018_9700,P00008,2021-06-16,C,-1418650.0
CONT_AWD_N0003921F4009_9700_N0018916D0018_9700:P00011,CONT_AWD_N0003921F4009_9700_N0018916D0018_9700,P00011,2021-07-26,C,-720535.0
CONT_AWD_N0003921F4009_9700_N0018916D0018_9700:P00013,CONT_AWD_N0003921F4009_9700_N0018916D0018_9700,P00013,2021-08-31,C,-250000.0
CONT_AWD_N0003921F4009_9700_N0018916D0018_9700:P00017,CONT_AWD_N0003921F4009_9700_N0018916D0018_9700,P00017,2021-09-23,C,-156233.73
CONT_AWD_N0003921F4009_9700_N0018916D0018_9700:P00025,CONT_AWD_N0003921F4009_9700_N0018916D0018_9700,P00025,2022-03-07,C,-209603.51
CONT_AWD_N0003921F4009_9700_N0018916D0018_9700:P00026,CONT_AWD_N0003921F4009_9700_N0018916D0018_9700,P00026,2022-03-29,C,-1110000.0
CONT_AWD_N0003921F5197_9700_N0003919D0006_9700:P00007,CONT_AWD_N0003921F5197_9700_N0003919D0006_9700,P00007,2023-08-24,B,0.0
CONT_AWD_N0003921F7271_9700_N0003920D0054_9700:0,CONT_AWD_N0003921F7271_9700_N0003920D0054_9700,0,2021-09-29,,100400.0
CONT_AWD_N0003921F7271_9700_N0003920D0054_9700:P00009,CONT_AWD_N0003921F7271_9700_N0003920D0054_9700,P00009,2022-08-11,C,100400.0
CONT_AWD_N0003921F7274_9700_N0003920D0054_9700:0,CONT_AWD_N0003921F7274_9700_N0003920D0054_9700,0,2021-09-29,,100400.0
CONT_AWD_N0003921F7274_9700_N0003920D0054_9700:P00009,CONT_AWD_N0003921F7274_9700_N0003920D0054_9700,P00009,2022-08-11,C,100400.0
CONT_AWD_N0003921F7275_9700_N0003920D0054_9700:0,CONT_AWD_N0003921F7275_9700_N0003920D0054_9700,0,2021-09-29,,671147.92
CONT_AWD_N0003921F7275_9700_N0003920D0054_9700:P00009,CONT_AWD_N0003921F7275_9700_N0003920D0054_9700,P00009,2022-08-11,C,671147.92
CONT_AWD_N0003921F7304_9700_N0003920D0054_9700:0,CONT_AWD_N0003921F7304_9700_N0003920D0054_9700,0,2021-09-23,,27267.44
CONT_AWD_N0003921F7304_9700_N0003920D0054_9700:P00007,CONT_AWD_N0003921F7304_9700_N0003920D0054_9700,P00007,2022-07-27,C,1899.28
CONT_AWD_N0003922C0016_9700_-NONE-_-NONE-:P00006,CONT_AWD_N0003922C0016_9700_-NONE-_-NONE-,P00006,2023-08-28,B,580221.81
CONT_AWD_N0003922F1010_9700_N0003919D0002_9700:P00008,CONT_AWD_N0003922F1010_9700_N0003919D0002_9700,P00008,2024-05-21,G,718950.0
CONT_AWD_N0003922F1078_9700_N0003922D0001_9700:0,CONT_AWD_N0003922F1078_9700_N0003922D0001_9700,0,2021-11-03,,71664.0
CONT_AWD_N0003922F1078_9700_N0003922D0001_9700:P00003,CONT_AWD_N0003922F1078_9700_N0003922D0001_9700,P00003,2022-12-16,B,-205709.0
CONT_AWD_N0003922F1078_9700_N0003922D0001_9700:P00013,CONT_AWD_N0003922F1078_9700_N0003922D0001_9700,P00013,2026-01-30,M,0.0
CONT_AWD_N0003922F7455_9700_N0003920D0054_9700:0,CONT_AWD_N0003922F7455_9700_N0003920D0054_9700,0,2022-09-30,,151857.5
CONT_AWD_N0003922F7455_9700_N0003920D0054_9700:P00005,CONT_AWD_N0003922F7455_9700_N0003920D0054_9700,P00005,2023-02-22,C,1063002.5
CONT_AWD_N0003922F7614_9700_N0003920D0054_9700:0,CONT_AWD_N0003922F7614_9700_N0003920D0054_9700,0,2022-09-28,,296292.27
CONT_AWD_N0003922F7614_9700_N0003920D0054_9700:P00009,CONT_AWD_N0003922F7614_9700_N0003920D0054_9700,P00009,2023-07-24,C,95864.49
CONT_AWD_N0003923F7810_9700_N0003921D5001_9700:P00002,CONT_AWD_N0003923F7810_9700_N0003921D5001_9700,P00002,2024-12-12,C,-1141038.59
CONT_AWD_N0003924F7266_9700_N0003920D0054_9700:0,CONT_AWD_N0003924F7266_9700_N0003920D0054_9700,0,2024-09-27,,138400.0
CONT_AWD_N0003924F7266_9700_N0003920D0054_9700:P00009,CONT_AWD_N0003924F7266_9700_N0003920D0054_9700,P00009,2025-08-18,C,138400.0
CONT_AWD_N0003924F7293_9700_N0003920D0054_9700:0,CONT_AWD_N0003924F7293_9700_N0003920D0054_9700,0,2024-09-27,,134882.67
CONT_AWD_N0003924F7293_9700_N0003920D0054_9700:P00006,CONT_AWD_N0003924F7293_9700_N0003920D0054_9700,P00006,2025-07-24,C,404648.01
CONT_AWD_N0003924F7432_9700_N0003920D0054_9700:P00002,CONT_AWD_N0003924F7432_9700_N0003920D0054_9700,P00002,2024-09-24,C,-4707885.87
CONT_AWD_N0003924F7802_9700_N0003921D5001_9700:P00003,CONT_AWD_N0003924F7802_9700_N0003921D5001_9700,P00003,2024-08-27,B,0.0
CONT_AWD_N0003924F7892_9700_N0003921D5001_9700:P00001,CONT_AWD_N0003924F7892_9700_N0003921D5001_9700,P00001,2024-12-17,M,0.0
CONT_AWD_N0003925F7315_9700_N0003920D0054_9700:0,CONT_AWD_N0003925F7315_9700_N0003920D0054_9700,0,2024-12-18,,10812771.04
CONT_AWD_N0003925F7315_9700_N0003920D0054_9700:P00009,CONT_AWD_N0003925F7315_9700_N0003920D0054_9700,P00009,2025-07-28,C,6658452.85
CONT_AWD_N0003925F7452_9700_N0003920D0054_9700:0,CONT_AWD_N0003925F7452_9700_N0003920D0054_9700,0,2025-09-22,,118517.57
CONT_AWD_N0003925F7452_9700_N0003920D0054_9700:P00003,CONT_AWD_N0003925F7452_9700_N0003920D0054_9700,P00003,2026-02-23,C,355552.71
CONT_AWD_N0003925F7504_9700_N0003920D0054_9700:0,CONT_AWD_N0003925F7504_9700_N0003920D0054_9700,0,2025-09-23,,45290.92
CONT_AWD_N0003925F7504_9700_N0003920D0054_9700:P00004,CONT_AWD_N0003925F7504_9700_N0003920D0054_9700,P00004,2026-02-26,C,45290.92
CONT_AWD_N0003925F7511_9700_N0003920D0054_9700:0,CONT_AWD_N0003925F7511_9700_N0003920D0054_9700,0,2025-09-23,,45161.2
CONT_AWD_N0003925F7511_9700_N0003920D0054_9700:P00004,CONT_AWD_N0003925F7511_9700_N0003920D0054_9700,P00004,2026-02-26,C,45161.2
CONT_AWD_N0016417F3003_9700_N0017804D4012_9700:P00044,CONT_AWD_N0016417F3003_9700_N0017804D4012_9700,P00044,2019-06-26,M,-452951.71
CONT_AWD_N0016417F3003_9700_N0017804D4012_9700:P00070,CONT_AWD_N0016417F3003_9700_N0017804D4012_9700,P00070,2020-08-26,C,-300000.0
CONT_AWD_N0016417F3003_9700_N0017804D4012_9700:P00071,CONT_AWD_N0016417F3003_9700_N0017804D4012_9700,P00071,2020-08-31,C,-113258.15
CONT_AWD_N0016417F3003_9700_N0017804D4012_9700:P00095,CONT_AWD_N0016417F3003_9700_N0017804D4012_9700,P00095,2021-12-09,M,-868481.21
CONT_AWD_N0016417F3003_9700_N0017804D4012_9700:P00098,CONT_AWD_N0016417F3003_9700_N0017804D4012_9700,P00098,2022-03-07,M,-359130.7
CONT_AWD_N0016417F3003_9700_N0017804D4012_9700:P00100,CONT_AWD_N0016417F3003_9700_N0017804D4012_9700,P00100,2022-04-06,M,-266420.45
CONT_AWD_N0016417F3003_9700_N0017804D4012_9700:P00103,CONT_AWD_N0016417F3003_9700_N0017804D4012_9700,P00103,2022-05-19,M,-214309.38
CONT_AWD_N0016417F3003_9700_N0017804D4012_9700:P00112,CONT_AWD_N0016417F3003_9700_N0017804D4012_9700,P00112,2022-10-17,M,-1419109.22
CONT_AWD_N0016417F3003_9700_N0017804D4012_9700:P00114,CONT_AWD_N0016417F3003_9700_N0017804D4012_9700,P00114,2022-11-16,M,-228399.99
CONT_AWD_N0016417F3003_9700_N0017804D4012_9700:P00116,CONT_AWD_N0016417F3003_9700_N0017804D4012_9700,P00116,2022-12-15,M,-145634.06
CONT_AWD_N0016417F3003_9700_N0017804D4012_9700:P00136,CONT_AWD_N0016417F3003_9700_N0017804D4012_9700,P00136,2023-10-16,M,-514290.36
CONT_AWD_N0016417F3003_9700_N0017804D4012_9700:P00138,CONT_AWD_N0016417F3003_9700_N0017804D4012_9700,P00138,2024-04-15,M,-623635.55
CONT_AWD_N0016417F3003_9700_N0017804D4012_9700:P00143,CONT_AWD_N0016417F3003_9700_N0017804D4012_9700,P00143,2025-06-06,M,-114354.84
CONT_AWD_N0017301C2038_9700_-NONE-_-NONE-:A00002,CONT_AWD_N0017301C2038_9700_-NONE-_-NONE-,A00002,2026-02-10,K,0.0
CONT_AWD_N0017318C6008_9700_-NONE-_-NONE-:P00001,CONT_AWD_N0017318C6008_9700_-NONE-_-NONE-,P00001,2018-12-11,C,203100.0
CONT_AWD_N0017318C6008_9700_-NONE-_-NONE-:P00017,CONT_AWD_N0017318C6008_9700_-NONE-_-NONE-,P00017,2021-03-22,C,5100.83
CONT_AWD_N0017318C6008_9700_-NONE-_-NONE-:ARZ999,CONT_AWD_N0017318C6008_9700_-NONE-_-NONE-,ARZ999,2024-04-24,M,0.0
CONT_AWD_N0017419F3000_9700_N0017804D4078_9700:P00013,CONT_AWD_N0017419F3000_9700_N0017804D4078_9700,P00013,2019-09-26,M,-104000.0
CONT_AWD_N0017419F3000_9700_N0017804D4078_9700:P00023,CONT_AWD_N0017419F3000_9700_N0017804D4078_9700,P00023,2020-06-01,C,-198000.0
CONT_AWD_N0017419F3000_9700_N0017804D4078_9700:P00027,CONT_AWD_N0017419F3000_9700_N0017804D4078_9700,P00027,2020-10-02,C,-523783.69
CONT_AWD_N0017419F3000_9700_N0017804D4078_9700:P00053,CONT_AWD_N0017419F3000_9700_N0017804D4078_9700,P00053,2022-09-12,C,-743000.0
CONT_AWD_N0017419F3000_9700_N0017804D4078_9700:P00056,CONT_AWD_N0017419F3000_9700_N0017804D4078_9700,P00056,2022-10-20,C,-808682.82
CONT_AWD_N0017419F3000_9700_N0017804D4078_9700:P00064,CONT_AWD_N0017419F3000_9700_N0017804D4078_9700,P00064,2023-02-23,C,-136000.0
CONT_AWD_N0017419F3000_9700_N0017804D4078_9700:P00066,CONT_AWD_N0017419F3000_9700_N0017804D4078_9700,P00066,2023-03-31,C,-1270710.79
CONT_AWD_N0017419F3000_9700_N0017804D4078_9700:P00074,CONT_AWD_N0017419F3000_9700_N0017804D4078_9700,P00074,2023-08-03,C,-455750.49
CONT_AWD_N0017419F3000_9700_N0017804D4078_9700:P00075,CONT_AWD_N0017419F3000_9700_N0017804D4078_9700,P00075,2023-08-30,C,-250000.0
CONT_AWD_N0017419F3000_9700_N0017804D4078_9700:P00077,CONT_AWD_N0017419F3000_9700_N0017804D4078_9700,P00077,2023-09-07,C,-2344428.01
CONT_AWD_N0017419F3000_9700_N0017804D4078_9700:P00079,CONT_AWD_N0017419F3000_9700_N0017804D4078_9700,P00079,2024-06-04,M,-1755931.6
CONT_AWD_N0017419F3000_9700_N0017804D4078_9700:P00080,CONT_AWD_N0017419F3000_9700_N0017804D4078_9700,P00080,2024-09-09,C,-746797.74
CONT_AWD_N0017419F3000_9700_N0017804D4078_9700:P00081,CONT_AWD_N0017419F3000_9700_N0017804D4078_9700,P00081,2024-12-05,C,-1072161.25
CONT_AWD_N0017419F3000_9700_N0017804D4078_9700:A00001,CONT_AWD_N0017419F3000_9700_N0017804D4078_9700,A00001,2025-07-30,M,-899325.0
CONT_AWD_N0017819FD545_9700_N0017819D4500_9700:P00006,CONT_AWD_N0017819FD545_9700_N0017819D4500_9700,P00006,2021-05-12,C,-22230.0
CONT_AWD_N0017821F3010_9700_N0017819D8518_9700:P00069,CONT_AWD_N0017821F3010_9700_N0017819D8518_9700,P00069,2024-11-18,C,-144136.7
CONT_AWD_N0017821F3010_9700_N0017819D8518_9700:P00089,CONT_AWD_N0017821F3010_9700_N0017819D8518_9700,P00089,2025-07-30,M,-155011.95
CONT_AWD_N0018915FZ281_9700_GS06F0650Z_4730:P00014,CONT_AWD_N0018915FZ281_9700_GS06F0650Z_4730,P00014,2020-03-31,D,-139812.8
CONT_AWD_N0018917FQ138_9700_N0018917D0008_9700:P00007,CONT_AWD_N0018917FQ138_9700_N0018917D0008_9700,P00007,2021-11-04,K,-2175.59
CONT_AWD_N0018917FZ147_9700_N0018916DZ015_9700:P00003,CONT_AWD_N0018917FZ147_9700_N0018916DZ015_9700,P00003,2022-02-16,M,-118031.61
CONT_AWD_N0018918CZ082_9700_-NONE-_-NONE-:P00002,CONT_AWD_N0018918CZ082_9700_-NONE-_-NONE-,P00002,2020-06-11,M,0.0
CONT_AWD_N0018918FQ241_9700_N0018917D0008_9700:P00007,CONT_AWD_N0018918FQ241_9700_N0018917D0008_9700,P00007,2022-04-06,K,-8617.47
CONT_AWD_N0018918FQ246_9700_N0018917D0008_9700:P00009,CONT_AWD_N0018918FQ246_9700_N0018917D0008_9700,P00009,2022-04-06,K,-972.16
CONT_AWD_N0018918PZ361_9700_-NONE-_-NONE-:P00001,CONT_AWD_N0018918PZ361_9700_-NONE-_-NONE-,P00001,2018-10-15,M,0.0
CONT_AWD_N0018918PZ361_9700_-NONE-_-NONE-:P00004,CONT_AWD_N0018918PZ361_9700_-NONE-_-NONE-,P00004,2020-07-29,D,924042.84
CONT_AWD_N0018919F0645_9700_GS06F0851Z_4732:P00003,CONT_AWD_N0018919F0645_9700_GS06F0851Z_4732,P00003,2020-12-17,A,-185658.78
CONT_AWD_N0018919F0645_9700_GS06F0851Z_4732:P00004,CONT_AWD_N0018919F0645_9700_GS06F0851Z_4732,P00004,2021-01-22,M,-121998.35
CONT_AWD_N0018920FZ590_9700_N0018915DZ030_9700:A00001,CONT_AWD_N0018920FZ590_9700_N0018915DZ030_9700,A00001,2025-06-03,B,-1061428.71
CONT_AWD_N0018920PZ071_9700_-NONE-_-NONE-:P00011,CONT_AWD_N0018920PZ071_9700_-NONE-_-NONE-,P00011,2025-08-04,G,136565.0
CONT_AWD_N0018920PZ193_9700_-NONE-_-NONE-:P00001,CONT_AWD_N0018920PZ193_9700_-NONE-_-NONE-,P00001,2021-01-11,M,0.0
CONT_AWD_N0018921FZ275_9700_NNG15SD27B_8000:P00001,CONT_AWD_N0018921FZ275_9700_NNG15SD27B_8000,P00001,2022-05-03,N,-96645.0
CONT_AWD_N0018921PQ019_9700_-NONE-_-NONE-:0,CONT_AWD_N0018921PQ019_9700_-NONE-_-NONE-,0,2021-04-15,,193050.24
CONT_AWD_N0018921PQ019_9700_-NONE-_-NONE-:P00001,CONT_AWD_N0018921PQ019_9700_-NONE-_-NONE-,P00001,2021-09-30,C,193050.24
CONT_AWD_N0018921PR028_9700_-NONE-_-NONE-:0,CONT_AWD_N0018921PR028_9700_-NONE-_-NONE-,0,2021-09-22,,500000.0
CONT_AWD_N0018921PR028_9700_-NONE-_-NONE-:P00011,CONT_AWD_N0018921PR028_9700_-NONE-_-NONE-,P00011,2025-09-25,M,14759.18
CONT_AWD_N0018921PR040_9700_-NONE-_-NONE-:P00004,CONT_AWD_N0018921PR040_9700_-NONE-_-NONE-,P00004,2023-07-28,M,0.0
CONT_AWD_N0018921PR040_9700_-NONE-_-NONE-:P00005,CONT_AWD_N0018921PR040_9700_-NONE-_-NONE-,P00005,2023-08-28,B,-225830.4
CONT_AWD_N0018922FZ282_9700_N0018921DZ050_9700:0,CONT_AWD_N0018922FZ282_9700_N0018921DZ050_9700,0,2022-04-21,,391150.05
CONT_AWD_N0018922FZ282_9700_N0018921DZ050_9700:P00009,CONT_AWD_N0018922FZ282_9700_N0018921DZ050_9700,P00009,2024-07-11,A,2364352.8
CONT_AWD_N0018922FZ645_9700_GS00Q14OADU116_4732:P00003,CONT_AWD_N0018922FZ645_9700_GS00Q14OADU116_4732,P00003,2025-06-17,C,-750557.98
CONT_AWD_N0018923FR004_9700_N0018917D0008_9700:0,CONT_AWD_N0018923FR004_9700_N0018917D0008_9700,0,2022-10-27,,44955.04
CONT_AWD_N0018923FR004_9700_N0018917D0008_9700:P00012,CONT_AWD_N0018923FR004_9700_N0018917D0008_9700,P00012,2025-05-13,C,76866.88
CONT_AWD_N0018923FR039_9700_N0018917D0008_9700:0,CONT_AWD_N0018923FR039_9700_N0018917D0008_9700,0,2023-07-28,,275554.56
CONT_AWD_N0018923FR039_9700_N0018917D0008_9700:P00002,CONT_AWD_N0018923FR039_9700_N0018917D0008_9700,P00002,2024-09-12,C,282057.6
CONT_AWD_N0018924P0691_9700_-NONE-_-NONE-:P00003,CONT_AWD_N0018924P0691_9700_-NONE-_-NONE-,P00003,2025-09-25,C,81343.33
CONT_AWD_N0024422F0183_9700_47QTCA21D00DE_4732:0,CONT_AWD_N0024422F0183_9700_47QTCA21D00DE_4732,0,2022-03-21,,79295.2
CONT_AWD_N0024422F0183_9700_47QTCA21D00DE_4732:A00007,CONT_AWD_N0024422F0183_9700_47QTCA21D00DE_4732,A00007,2025-12-17,B,0.0
CONT_AWD_N0042118F0068_9700_N0042118D0008_9700:P00039,CONT_AWD_N0042118F0068_9700_N0042118D0008_9700,P00039,2021-03-10,C,-105000.0
CONT_AWD_N0042118F0215_9700_N0042117D0042_9700:P00016,CONT_AWD_N0042118F0215_9700_N0042117D0042_9700,P00016,2021-03-11,C,-831005.92
CONT_AWD_N0042118F0215_9700_N0042117D0042_9700:P00020,CONT_AWD_N0042118F0215_9700_N0042117D0042_9700,P00020,2021-10-25,C,-529535.4
CONT_AWD_N0042119F0837_9700_N0042118D0011_9700:P00001,CONT_AWD_N0042119F0837_9700_N0042118D0011_9700,P00001,2021-03-17,C,-1085174.91
CONT_AWD_N0042120F0692_9700_N0042119D0065_9700:P00044,CONT_AWD_N0042120F0692_9700_N0042119D0065_9700,P00044,2023-07-13,C,-4203993.48
CONT_AWD_N0042120F0692_9700_N0042119D0065_9700:P00047,CONT_AWD_N0042120F0692_9700_N0042119D0065_9700,P00047,2024-08-19,M,-1903313.0
CONT_AWD_N0042123C0033_9700_-NONE-_-NONE-:0,CONT_AWD_N0042123C0033_9700_-NONE-_-NONE-,0,2023-07-26,,248986.4
CONT_AWD_N0042123C0033_9700_-NONE-_-NONE-:P00005,CONT_AWD_N0042123C0033_9700_-NONE-_-NONE-,P00005,2025-05-13,G,528889.55
CONT_AWD_N0042123F1855_9700_N0042122G0002_9700:0,CONT_AWD_N0042123F1855_9700_N0042122G0002_9700,0,2023-03-10,,4324146.0
CONT_AWD_N0042123F1855_9700_N0042122G0002_9700:P00006,CONT_AWD_N0042123F1855_9700_N0042122G0002_9700,P00006,2023-11-13,C,-2241739.0
CONT_AWD_N0042123F1855_9700_N0042122G0002_9700:P00022,CONT_AWD_N0042123F1855_9700_N0042122G0002_9700,P00022,2025-10-29,C,200000.0
CONT_AWD_N3220520F2640_9700_N3220519D1003_9700:P00004,CONT_AWD_N3220520F2640_9700_N3220519D1003_9700,P00004,2021-07-08,M,-191947.64
CONT_AWD_N4033916F0019_9700_GS35F0504U_4730:P00004,CONT_AWD_N4033916F0019_9700_GS35F0504U_4730,P00004,2023-08-30,C,-113644.99
CONT_AWD_N4215816FN005_9700_GS35F4543G_4730:P00007,CONT_AWD_N4215816FN005_9700_GS35F4543G_4730,P00007,2019-08-16,D,-105800.0
CONT_AWD_N424_9700_N0017804D4115_9700:14,CONT_AWD_N424_9700_N0017804D4115_9700,14,2021-06-23,C,-831196.79
CONT_AWD_N424_9700_N0017804D4115_9700:15,CONT_AWD_N424_9700_N0017804D4115_9700,15,2023-01-24,C,-264417.65
CONT_AWD_N6134021F0053_9700_N6134017D0009_9700:P00004,CONT_AWD_N6134021F0053_9700_N6134017D0009_9700,P00004,2022-05-06,B,0.0
CONT_AWD_N6134023C0014_9700_-NONE-_-NONE-:P00001,CONT_AWD_N6134023C0014_9700_-NONE-_-NONE-,P00001,2024-03-11,M,0.0
CONT_AWD_N6339420F3000_9700_N0017819D8178_9700:P00019,CONT_AWD_N6339420F3000_9700_N0017819D8178_9700,P00019,2022-02-14,C,-110000.0
CONT_AWD_N6339420F3000_9700_N0017819D8178_9700:P00041,CONT_AWD_N6339420F3000_9700_N0017819D8178_9700,P00041,2024-09-06,C,-6636699.57
CONT_AWD_N6339420F3000_9700_N0017819D8178_9700:P00044,CONT_AWD_N6339420F3000_9700_N0017819D8178_9700,P00044,2024-11-19,C,-1493343.92
CONT_AWD_N6426719F3007_9700_N0017815D8491_9700:P00042,CONT_AWD_N6426719F3007_9700_N0017815D8491_9700,P00042,2020-08-21,C,-140000.0
CONT_AWD_N6426719F3007_9700_N0017815D8491_9700:P00045,CONT_AWD_N6426719F3007_9700_N0017815D8491_9700,P00045,2020-09-09,C,-219689.58
CONT_AWD_N6426719F3007_9700_N0017815D8491_9700:P00113,CONT_AWD_N6426719F3007_9700_N0017815D8491_9700,P00113,2022-07-14,C,-112450.0
CONT_AWD_N6426719F3007_9700_N0017815D8491_9700:P00122,CONT_AWD_N6426719F3007_9700_N0017815D8491_9700,P00122,2022-09-21,C,-727189.51
CONT_AWD_N6426719F3007_9700_N0017815D8491_9700:P00133,CONT_AWD_N6426719F3007_9700_N0017815D8491_9700,P00133,2022-12-21,C,-270000.0
CONT_AWD_N6449819F4163_9700_N6449818D4002_9700:P00002,CONT_AWD_N6449819F4163_9700_N6449818D4002_9700,P00002,2020-07-28,C,205000.0
CONT_AWD_N6449821F3024_9700_N0017819D7732_9700:P00029,CONT_AWD_N6449821F3024_9700_N0017819D7732_9700,P00029,2025-07-31,C,-112000.0
CONT_AWD_N6449821F4083_9700_N6449820D4026_9700:P00005,CONT_AWD_N6449821F4083_9700_N6449820D4026_9700,P00005,2023-04-20,M,150000.0
